song_id,title,artist,tag,year,lyrics
200,Say Something Cover,Joanna Tauyan,pop,2016,"[Chorus]
Say something, I'm giving up on you
I'll be the one, if you want me to
Anywhere, I would've followed you
Say something, I'm giving up on you

[Verse 1]
And I am feeling so small
It was over my head
I know nothing at all
And I will stumble and fall
I'm still learning to love
Just starting to crawl

[Chorus 2]
Say something, I'm giving up on you
I'm sorry that I couldn't get to you
Anywhere, I would've followed you
Say something, I'm giving up on you

[Verse 2]
And I will swallow my pride
You're the one that I love
And I'm saying goodbye
[Chorus 2]
Say something, I'm giving up on you
And I'm sorry that I couldn't get to you
And anywhere, I would've followed you
Say something, I'm giving up on you

[Outro]
Say something, I'm giving up on you
Say something..."
201,A Country Boys Life Well Lived Live,Jon Wolfe,country,2020,"[Verse 1]
5:30 in the morning
I hit the ground running
Long before the sun comes up
I'm a man on a mission
My honey's in the kitchen
Pouring coffee in my favorite cup
I'm racing out the door
Jumping off the porch
For the bills, I gotta get paid
From my boots to my Chevy
I'm rough, tough, and ready
Son, I'm American made

[Chorus]
I'm working and a praying
Sweating and a breaking my back
Before the weekend hits
On the tractors and the farms
Fences and the barns
I know how sweet it is
I'm a flag waving
God-fearing
Honky-tonk cold beer
Friday night goodnight kiss
Y'all call it what you want
It's a country boy's life well lived
[Verse 2]
From the factories and the mills
To the prairies and the hills
There's a whole lotta fellas like me
Just a climbing and a clawing
Drilling and a sawing
Everyday just to make ends meet
We're the five o-clock crowd
We love to get loud
In our Wranglers and our pearl snap shirts
We're the salt of the earth
The heart of the land
And our blood is as red as the dirt

[Chorus]
We're working and a praying
Sweating and a breaking our backs
Before the weekend hits
On the tractors and the farms
Fences and the barns
You know how sweet it is
We're a flag waving
God-fearing
Honky-tonk cold beer
Friday night goodnight kiss
Y'all call it what you want
It's a country boy's life well lived
[Chorus]
Yeah, we're working and a praying
Sweating and a breaking our backs
Before the weekend hits
On the tractors and the farms
Fences and the barns
You know how sweet it is
We're a flag waving
God-fearing
Honky-tonk cold beer
Friday night goodnight kiss
Y'all call it what you want
It's a country boy's life well lived

Y'all call it what you want
It's a country boy's life well lived
You can call it what you want
It's a country boy's life well lived"
202,Believe,Yanchan,rb,2020,"[INTRO]
I've been riding, riding solo
I don't need nobody
You might follow, but please don't do that
I could get hurt so badly

[VERSE 1]
Cause I'm on the edge I'm scared of fallin’
But you're the anchor keeping me from drowning
But nevermind all that talk you got it
Baby girl what you need I'm on it

[PREHOOK]
I've been riding, riding solo
I don't need nobody
You might follow, but please don't do that
I could get hurt so badly

[HOOK]
From the fears that I used to believe
[VERSE 2]
You don't know, where you been
You got so much in common with me
We can dance, through the night
Let's explore this energy

Baby you got my all
Girl can you promise me
That your heart is with me
Let's explore this energy

[PREHOOK]
I've been riding, riding solo
I don't need nobody
You might follow, but please don't do that
I could get hurt so badly

[HOOK]
From the fears that I used to believe"
203,Honeychain,Throwing Muses,rock,1991,"[Verse 1]
My best friend knows this old guy who
Who keeps a picture in his shoe
He takes it out after a spell
Says, ""See...""

[Chorus]
Shouldn't stare that way so long, baby
Stare holes into the wall

[Verse 2]
My dress hangs here for you to wear out
I walked in beauty too, 'til I met you
Here hangs this chain
This thing this old girl keeps
We got it easy

[Chorus]
So why do you stare that way so long?
Stare holes into the wall
[Bridge]
We're all honey
Dripping through the honey chain
And lay our lives down
Down and pretty
In the honey chain

We're all honey
Dripping through the honey chain
And lay our lives down
Down and pretty
In the honey chain

[Outro]
Please don't stare that way so hard, baby
Stare holes..."
204,Loyalty,Dracco,rap,2020,"Hook:Golden ace
New kicks.....New bag ;........
Gotta new hoe that's a new ass ;...
Still sick ..... Bad ass;... Still gotta smerk , nigga smoke ( huh)!
!
Verse:Golden ace
Talking bout money n I'm bill
Open the gates n I'm filled Open the deal 
Nigga I'm sealed Feelin the case n fining these cats Golden is facts , Acing n I'm makin em beg
Nigga relax these ain't a prank m Robbing the bank m Makin em fans

[Bridge] Daimonds relax ,.... Look at muh kicks nigga they flex I Gotta relax, making a Killin gotta chillex I'm makin em gay , they lovin muh stash they dipping it fast Ain't slowing muh ass , nigga muh dome be packed

King driez:::???

Verse 3:dracco
Staying true behind my back that's royalty/
When the hail for the king that's royalty/
Say something good about my code bitch/
Becoming rich is the goal that im tryna reach/
Gotta go now got no time to sleep now/
I gotta keep my head up but i have to stay low key/
Baglog i need all the racks on my bag now/
Beedwork i need all the chainz in my neck now/
Easy for rappers to trap/
Harder for trappers to rap/
It is how it is in the game it's done in the vain/
I can do this again
Hook] New kicks.....New bag ;........ Gotta new hoe that's a new ass ;.... Still sick ..... Bad ass;... Still gotta smerk , nigga smoke ( huh)"
205,Chariot,Will Simms,rb,2016,"[Verse 1]
Me say me pull up in a bloodclat chariot
Pull up, pull up
And every girl see me wan cause riot
Pull up, pull up
Me say me pull up in a bloodclat chariot
Pull up, pull up
And every girl see me wan start riot

[Hook]
Pull up in a, me pull up in a bloodclat
Pull up in a, me pull up in a bloodclat
Pull up in a, me pull up in a bloodclat
Pull up in a, me pull up in a bloodclat, watch me
Me say me pull up in a bloodclat chariot
And every girl see me wan cause riot, they want love
Me say me pull up in a bloodclat chariot
And every girl see me wan cause riot, they want love

[Verse 2]
When me pull up, every girl wan swarm me
Pull up, pull up
Me never pull out, the Benz be my new Audi
Pull up, pull up
People tell me, Stylo me thinks you's a yardie
Me pull up like a English man and we fi come start the party
[Hook]
Pull up in a, me pull up in a bloodclat
Pull up in a, me pull up in a bloodclat
Pull up in a, me pull up in a bloodclat
Pull up in a, me pull up in a bloodclat, watch me
Me say me pull up in a bloodclat chariot
And every girl see me wan cause riot, they want love
Me say me pull up in a bloodclat chariot
And every girl see me wan cause riot, they want love
Me say me pull up, pull up
Pull up, pull up in a bloodclat chariot
Me say me pull up, pull up
Pull up, pull up in a bloodclat chariot
Me say me pull up, pull up
Pull up, pull up in a bloodclat chariot
Me say me pull up, pull up
Pull up, pull up in a bloodclat chariot

[Verse 3]
When they see me pull up, make sure say gimme a way ye
Watch them Stylo, chariot
Park right outside of the Mariott
With a sexy girl named Harriett
Yo di girl dem a fimmi

[Hook]
Watch me
Me say me pull up in a bloodclat chariot
And every girl see me wan cause riot, they want love
Me say me pull up in a bloodclat chariot
And every girl see me wan cause riot, they want love
Me say me pull up, pull up
Pull up, pull up in a bloodclat chariot
Me say me pull up, pull up
Pull up, pull up in a bloodclat chariot
Me say me pull up, pull up
Pull up, pull up in a bloodclat chariot
Me say me pull up, pull up
Pull up, pull up in a bloodclat chariot"
206,I Know,Lil Niqo,rap,2016,"[VERSE 1]
Word to my brother Murdock
They tried to copy like 10-4
Guess I shouldn't said
Like the bra-man from the 5th floor
I’m a young dream chaser
Word to double M G
And they say Skittles you had them lines longer than DMV
And when they ask your favorite rapper
I bet I'm top 3
Seen the kid on the TV
If you got amnesia you gon remember
Heart cold like December
Cookin up in the summer
I might call up Kylie Jenner
That's how you know I’m a winner
LEGGO!

[Chorus]
Old soul I was born in the 9 0s
I'm overseas feel like I'm in another time zone
If shawty buggin then I hit her with the dial tone
Balmain on my pants I get my style on
They said the game wouldn't be easy
I said I Know
He make good music like he Yeezy
I said I Know
They said Niqo you got the juice
And I said I Know
That boy right there, man he the truth
And I said I Know
[VERSE 2]
This ""OK Then"" chain got my neck hurt
Tryna see what a mil do like wet fur
Anybody coming for the kid
Get bodied like a wrestler
And off the record
This is not a lecture
I'm dabbin', peep my gestures
I said you a rookie, I'm an expert
My neck worth is yo net worth
My number on her dresser
(Like hol' up)
You spent a check to impress her
And me I ain’t even text her
I got now and I’m next up
(Like hol' up)

[Chorus]
Old soul I was born in the 9 0s
I’m overseas feel like I'm in another time zone
If shawty buggin then I hit her with the dial tone
Balmain on my pants I get my style on
They said the game wouldn't be easy
I said I Know
He make good music like he Yeezy
I said I Know
They said Niqo you got the juice
And I said I Know
That boy right there, man he the truth
And I said I Know
[VERSE 3]
(2x's)
Less is more
It’s plenty of us
I don't need no homies
I got plenty brothers
Coming for me
I don't see any of'em
They throwin' shots at me
I don't feel any of'em

[Chorus]
Old soul I was born in the 9 0s
I'm overseas feel like I'm in another time zone
If shawty buggin then I hit her with the dial tone
Balmain on my pants I get my style on
They said the game wouldn't be easy
I said I Know
He make good music like he Yeezy
I said I Know
They said Niqo you got the juice
And I said I Know
That boy right there, man he the truth
And I said I Know"
207,So Into You,Nipsey Hussle & YG,rap,2012,"[Intro]
That’s exactly what I want it to sound like
400
IHussle on this beat

[Verse 1: Nipsey Hussle]
Aye, bitches love me 'cause I walk around like I’m the shit
Niggas hate me 'cause I pull up with they favorite bitch
Seen these niggas fallin’ off 'cause they can’t persist
Seen these niggas lose it all off a basic bitch
Marathon, gotta run 'til your paper thick
Slauson Ave to Sunset, we could race the whip
All white diamonds, that’s a racist wrist
Look, I made it out the 60’s, that’s amazing shit
See, once upon a time, I was on my grind
I wasn't from the Chi, but it was do or die
Police in disguise asking for a dime
Niggas barely getting by, me – I’m tryna shine
Voices in my head, I’m tryna mute at times
Keep fucking with this shit, you’ll be doing time
Frustration on my mind so I’m usually high
Bitches on my dick now 'cause I’m usually fly
AC blowin’ with my music high
Rims on my shit when I’m cruisin’ by
I hustle like no other, this a new design
Look at me now, I kept going nigga, you reclined
Rap money cool but it’s movie time
And you could hit the carpet with me, girl, if you a dime
Getting dough, friend or foe – time to choose a side
She like my style so much she start using mine
[Chorus]
I really like what you’ve done to me
Your style, I love it, baby
I am so into you
You ride or die
It’s only you and me
Let's ride to the moon, baby
I’m so into you

[Verse 2: YG]
Homies ain’t homies, bitches ain’t shit
Stay with that MediCal 'cause bitches get sick
Young niggas getting rich, we turn nothing into somethin'
I could turn kisses into fuckin'
I could turn my ex back to wifey
Yesterday she said she didn't like me
Ah, and then she come over
She know what it do, I bet she give me that cooch
We could bet that (bet that) crap out (crap out)
And before you roll the dice I’m the type that'll bareback
Snake eyes, 2-1, nigga, shoot somethin'
If she come to the crib, she better toot somethin'
Get it, I’m a fool with the money
I just might blow it on a honey
Homies telling me a young nigga got it
I’m like, ""That’s cool, long as a young nigga profit""
[Chorus]
I really like what you’ve done to me
Your style, I love it, baby
I am so into you
You ride or die
It’s only you and me
Let's ride to the moon, baby
I’m so into you

[Outro]
All money in, no money out"
208,Gotta Go,Lil Sweesh,rap,2020,"[Intro]
Uh, yeah
That's right
You already know what it is
We on that fart type beat
Uh, uh, uh, uh

[Refrain]
Gotta go, gotta go
Gotta go, gotta go (Bitch, bitch, bitch, swag)
Gotta go, gotta go
Gotta go, gotta go (Skeet!)

Baby Yoda type loads
Shit is so green
Enormous in size
Somebody call Keem

[Verse 1]
Star. My poo be Abstract
Intestine with the fat stacks (Woo!)
Taco Bell or the Big Mac
Once you go brown you can't go back (Skeet, skeet, skeet)
All the mounds go astro
Travis Scatt with the gastro (Woo!)
Yeah I go hard with all of these hoes
But talking bout shittin' I go Sicko Mode
[Verse 2]
Brown rush like Cali (Yeah)
Whole lotta red like Carti (Ooh, ooh!)
Just little bit party (Nice)
And a lotta bit farty (Swag)
Turtle heading to the club now, ay
Gonna go brap with my boys now, ay
I'm busting moves while I'm busting cheeks
Producing this shit for what seem to be weeks

[Refrain]
Gotta go, gotta go
Gotta go, gotta go (Bitch, bitch, bitch, swag)
Gotta go, gotta go
Gotta go, gotta go (Swag, swag, swag, toot!)
Gotta go, gotta go
Gotta go, gotta go (Pppf, pppf, pppf, pppf)
Gotta go, gotta go
Gotta go, gotta go (Woo, woo!)

[Verse 3]
Samalama-droopy-poopy
Doo-doo-dripping-really-goopy
When I drop it in the bowl
You best believe I make it soupy
Looking super yummy, man, looking like stew
Poppin' out Yoo-hoo, special steamy goo brew
Comin' from the corn hole, chocolate beverage
Straining so hard, Imma get a brain hemorrhage
Always hit the bowl, shit, finna need leverage
From the back, hit the sack, weavin' rhymes with my language
Bitch
[Refrain]
Gotta go, gotta go
Gotta go, gotta go (Bitch, bitch, bitch, toot)
Gotta go, gotta go
Gotta go, gotta go (Fartin' like a boss)
Gotta go, gotta go
Gotta go, gotta go (Toot, toot)
Gotta go, gotta go (Pppf)
Gotta go, gotta go

SHIT"
209,GET ON Remix,VenusTheG & ppcocaine,rap,2022,"[Intro]
I don't need you, yeah
Hey Xander [?] (I don't, I don't)

[Verse 1: VenusTheG]
Playa, playa, playa, don't you say my name (Uh-uh)
I don't ever wanna see your stupid face 'round here again (Never)
You and all your homies (Haha), y'all make me wanna pray
Not for no salvation, but that you are gonna pay

[Chorus]
'Cause I don't need nobody to get on
Nah, you and all your friends all make me wanna yawn (Ahh)
You stupid rookies got no brains, ain't got no brawn
Nah, I don't really need nobody to get on (Bitch, get out, bye)

[Verse 2: ppcocaine]
When I walk into the room I stunt, go boom (Go boom)
Say you wanna take me to her backroom (Backroom)
Bitches wonder how I do what I do (I do)
Say you wanna make me hurt, no, boo (No boo)
Bitch, stay on your cue
I would never wanna be like you (Like you)
What they say about you its true (Is true)
I can go crazy, I belong in a zoo (A zoo)
But I'm not like that (Like that)
Bitches wanna play on my kitty cat (My kitty cat)
You ain't shit, I want to [?]
If you don't like me you can kiss my ass (Kiss my ass)
You can kiss my ass (Kiss my ass)
I'ma run my mouth on the top my crack (My crack)
If you think you better you can kiss my ass
If you think you better you can check my [?]
[Chorus]
'Cause I don't need nobody to get on
Nah, you and all your friends all make me wanna yawn (Ahh)
You stupid rookies got no brains, ain't got no brawn
Nah, I don't really need nobody to get on (Get out my face)
I don't really need you dummies, like, at all (I don't, I don't)
Nah, I don't really like you, wish that you were gone
And I don't really click with all your friends at all (I don't, I don't)
Nah, I don't really need nobody to get on

[Outro]
I'ma delete your number from my phone (Boop-boop-boop)
I should've known you a scary all along (It's true, yikes)
Honestly, I hope some chick cut off your **** (Clip up)
But honestly, the truth is, it was never long anyway (Hahahaha)"
210,Isabella,Jerry Leger,pop,2010,"Let's drink to Isabella in a room full of repairs
Cover the bruises and scratches from the wild and restless years
By the time those glasses reach our lips she'll be wondering why we're here
Confusion lurks through her mind like the light shines through her hair

She says I'm beautiful and wonderful in a fragile voice [well-aged?]
Lived and learned every word on every worn out page
I was once the one you worried about, I was once that girl you craved
Now I'm standing here all by myself and I don't need to be saved

Life's long dirty roll of me had broke this heart in two
I smiled and frowned up and down the town and I heart my eyes were true
I found the places where you meet but people never leave too soon
They'll wait till you're weak and sick in your sleep in the cold, cold room

I was young when I left home, I wrestled with the winds
Panicked in the nighttime glare, I prayed I'd find a friend
Just to take me out of this life, out of those puddles of rain
I trusted anyone in any old slum who remembered my name

Then I fell for a cold-hearted stranger in May of '59
He pounded on my frail emotions, oh, he battered up my mind
But I left him stronger than before in a pale blue summer dress
And a coat for the cold summer nights with the [?] Canadian crest
And I paid for a few whole dollars just to get me on that northern bus
And I traveled as long as I could through the greens and rocky rust
And I fell asleep for a long, long time, just hoping for something else
I'd rather be a bum than a slave in some rich man's rattling house

I lived from couch to couch, floor to covered porch
Oh, I built my life back up, I knew what I was looking for
Some peace and quiet from living in a certain way
Not saying much and giving just enough and taking it day by day

[Instrumental]

Happy birthday ISabella, my sister of the west
I never meant to criticize you, just to give you all my best
I know you're happy, I know you're free
Midnight gives you its glare
I could learn through your twists and turns and tell you when I'm getting there"
211,Waste of Time,Unseen,rock,2005,"You want to think I have a problem
Well think again it lies within you
You act so rude and immature
Well I'll act the same I won't acknowledge you
But yet you still wanna run your mouth
Why even waste the time
I despise your whole existence
And that's the bottom line

You're a waste of time
Don't waste my time

[Chorus]
No need for adolescent gossip
Fact is that you need to grow up
Don't concern yourself with my life
Because I could care less what you do
[x2]

And you say hello to my face
Ingrates and sellouts to our backs
It's no miscommunication
Guts is something that you lack
You're a bitter jealous waste of life
There's no need to pretend
I don't owe you thing
You're not my friend
You're a waste of time
Don't waste my time

[Chorus]
You wonder why I feel like this
Come on open up your eyes
Your own cries are pathetic
That is why I say

You're a waste of time
Don't waste my time

[Chorus]
I could care less what you do [x4]

You're just a waste of time [x7]

You're just a waste of my time"
212,In Da Ride,410,rap,2017,"[Hook]
Watch when we pop off this beef
Man down if i spot me a neek
Ging gang and I'm smoking the green
No heart but I still make him bleed
Got my guys dem down for the gwop
In the ends or making P's
And dese man just chat to the thots
Boom bow, watch a boy there lean
Watch when we pop off this beef
Man down if i spot me a neek
Ging gang and I'm smoking the green
No heart but I still make him bleed
Got my guys dem down for the gwop
In the ends or making P's
And dese man just chat to the thots
Boom bow, watch a boy there lean

[Verse1: Skengdo]
Why you wanna talk this crud?
Why you wanna talk 'bout me?
Cah more time, live in the flesh
They did dash and that's dasheen
Get a straight ching ching in your eye
And he pissed himself what a neek
And no friends, only got brothers
And I know my brothers got me
Skrr, pull up, bang
Man a jump out the whip on violence
AM that's bro, he don't say much he's silent
Skeng there got me screaming fuck trident
Best run when you see the force riding
Stop tweeting, I don't rate typing
Caught slipping, bet he ain't hyping
Buck man live in flesh, remember that day so clear
He was talking that shit same day and don nearly lost his hair
I'm so bunny, you can call me a hare
Everyone bleeds, so don't ever think that I'm scared
Caught me slipping, laughed in his face, just cah I'm weird
Bad b on me shit den, cah I don't even care
Shit den splash, you ain't involved
Shit den, shit den splash
If I catch me a next opp, shit den, shit den splash
I'm cheeky with it, mash works then do up cab
Just caught me a new ting, you don't wanna be that lad
2 ding dongs, that's 8 man gonna do up man
You'll see smoke, if you put your hands on my bro Y.AM
[Hook]
Watch when we pop off this beef
Man down if i spot me a neek
Ging gang and I'm smoking the green
No heart but I still make him bleed
Got my guys dem down for the gwop
In the ends or making P's
And dese man just chat to the thots
Boom bow, watch a boy there lean
Watch when we pop off this beef
Man down if i spot me a neek
Ging gang and I'm smoking the green
No heart but I still make him bleed
Got my guys dem down for the gwop
In the ends or making P's
And dese man just chat to the thots
Boom bow, watch a boy there lean

[Verse2: AM]
Excuse miss, you look so intelligent
Don't bruk your back, just suck this elephant
And now you can leave, cause you ain't that relevant
I don't care about rain, shoulda brought some wellington's
Like, I was in Kennington, dem blocks there opposite Tenisons'
Big man start waffling, swear down it was so embarrassing
Anyting or anyting
Dem boy there need some medicine
Don't touch that guy he's inncocent
Why the young g's move so diligent?
Any block man touch I'm drilling it
Then back to the block man's billing it
G Fresh in the german, killing it
No seeds in the clip, I'm filling it
And the jakes ain't having it
They're on man more than Madeline
Free GB, feds can't handle him
Shit range in the dots, man channel it
Shit range in the dots, man aggy it
But the young gs still want carry it
Shoulda parked it der with Harriet
The whole guntel like Mariot
I'm loving it
I buss and she keep on ucking it
It's sad that you keep on hugging it
Like man beat corn for the fun of it
[Hook]
Watch when we pop off this beef
Man down if i spot me a neek
Ging gang and I'm smoking the green
No heart but I still make him bleed
Got my guys dem down for the gwop
In the ends or making P's
And dese man just chat to the thots
Boom bow, watch a boy there lean
Watch when we pop off this beef
Man down if i spot me a neek
Ging gang and I'm smoking the green
No heart but I still make him bleed
Got my guys dem down for the gwop
In the ends or making P's
And dese man just chat to the thots
Boom bow, watch a boy there lean"
213,Nothing To Do,The Donnas,rock,2001,"Well, I can't walk and I can't talk
And now the beer is outta stock
Just ran out, gonna get some more
Gotta go back to the liquor store

I got double vision, so I better stay in
The coast is clear so let's start huffin'
We're sniffin' everything under the sink
And all I really wanted was another drink

[Chorus]
Nothing to do
Nothing to do tonight
Nothing to do
Nothing to do tonight
The drinks are too few tonight
So I guess I'll just have to do you tonight

Oh no, I think it's after two
Guess we'll just drink thera flu
It says drink one so we chug four
Hey, what happened to the floor
I got double vision so I better stay in
The coast is clear, so let's start huffin'
We're sniffin' everything under the sink
And all I really wanted was another drink

[Chorus]
Nothing to do
Nothing to do tonight
Nothing to do
Nothing to do tonight
The drinks are too few tonight
So I guess I'll just have to do you tonight

I'm not gonna leave the couch
I just wanna sit and slouch
Killin' time, watchin' cable tv
You know I just wanna get busy

I got double vision, so I better stay in
The coast is clear so let's start huffin'
We're sniffin' everything under the sink
And all I really wanted was another drink

[Chorus]
Nothing to do
Nothing to do tonight
Nothing to do
Nothing to do tonight
Nothing to do
Nothing to do tonight
Nothing to do
Nothing to do tonight"
214,2am Freestyle,YGB Hakim,rap,2020,"[Intro]
Yo, Jalen, where the fuck my beat at?

[Verse 1]
Shooters with me get to bustin'
If you talkin' shit, that's the end of discussion
Niggas be totin' them sticks like they po
But they really a bitch and ain't talkin' 'bout nothin'
I fuck on your sister, your auntie and cousin
She say to come over, ho, little bitch, I'm comin'
You with the gang, so you come by the dozen
I aim for the neck, I don't aim for the stomach
Walk by my lonely, but I got a double
If I spark it up, then my nigga, you in trouble
Word to my money 'cause I like to hustle
Man, I wanna fuck, bitch, I don't wanna cuddle
Then when you wide, you get passed to my brother
We sharin' these hoes 'cause we all gon' straight fuck 'em
Dump out my clip when you shoot out a couple
I'm burnin' the body, I don't need a shovel
Fuck havin' 'em dead, bro, I want y'all hurtin'
Stayed to myself, so I pull back the curtain
Ridin' in town, so I get to skirtin'
Said, ""Suck on my nuts,"" bitch, she said she allergic
Delete all my posts 'cause I know you be lurkin'
Wet up the block and I did it on purpose
Niggas some clowns, so y'all work at a circus
I got me a hood rat and worked at a churches
You say that you hard, bitch, I don't give a fuck
Never been pussy, so you can shut up
Smoke me a blunt, I'm in love with the drugs
I fuck on her often, but I'm not in love
Either this rappin' or go hit a lick
Say you a G, I ain't worried 'bout shit
No, you ain't gangster, so pull down the front
'Cause you only like that when you hang with the clique
No, I ain't gangster, but I get to shootin'
Like I'm Steph Curry, ain't talkin' 'bout hoopin'
Feelin' like Zay and I go in the paint
And I'm goin' too hard that they say I go stupid
You know I go crazy, you niggas don't faze me
Can't fuck with many, you niggas fugazy
Heard that you switchin' up just for a bitch
But we fuck at the crib while, yeah, you can ask Jacy
[Interlude]
Mate
Yeah, stupid ass nigga (Hahaha)
You should've let me go on this

[Verse 2]
And I fuck on her daily
They say I'm the Joker, I can be so crazy
Catch me in the ocean, can't catch me at [?]
I drop on the top, nigga, fuck a Mercedes
I back on my shit like I came from the '80's
Bitches get killed with the boo
Walk on your mattress, don't trust, I'ma shoot
Niggas be bitin' on most of my style
I think I'm too sick that I gave them the flu
Wanna jump first, but you think I want you?
Don't trust uh soul 'cause they never stay true
Used to be faithful to most of these bitches
Now I treat them hoes like the back of my shoe

[Outro]
I know"
215,Younger Me,AUZTIN,pop,2021,"[Introduction]
I wanna be so simple, carefree like I used to be
Younger me

[Verse 1: AUZTIN]
Running through the water sprinkler
Laughter fills the air
Remember what it was like to just live without a care?
But now we have all of these responsibilities
Check books and college degrees
And just for one day can I go back to when I was six?
Everyone was your best friend, never any conflicts
But now it's working overtime, just to pay the bills
Why is life always up hill?

[Chorus]
(Mmm)
And I wanna be as simplе and so carefree as I used to be
So youngеr me just come back, just come back to me
Younger me, just come back to me
[Verse 2: RCHL]
Splishin' and a-splashin'
In the tub with all my toys
Remember when we thought that we got cooties from the boys?
But now there's heartbreak, exes, friendships that end
Some of which that will never mend
Just for one day can I go back to when I was twelve?
When Santa brought me presents that were handmade by his elves
But now it's late nights, deadlines, forgetting the time
This is real life

[Chorus]
And I wanna be as simple, carefree
So, younger me come back to me, back to me, come back to me
Oh, please just come back to me

[Outro]
I wanna be as simple and carefree as I used to be
So younger me, come back, just come back to me
Come back to me
So, younger me come back to me"
216,Wait,Troye Sivan & Gordi,pop,2022,"[Verse 1]
Could've broken me like glass in an emergency
It’s a giving in, where do I begin?
Pastel skies, I don't know why
I hate Florida sometimes
Is it take and take?
Or is it my mistake?

[Pre-Chorus]
What I used to know
I don't know
Keeps spinning me out
I lose control
When it feels like I am on my own
Don’t try save me

[Chorus]
One thing I am sure of is everything will change
Time moves fast
You grow old
Days we can't rearrange
Changing tides, I feel it in my bones
And I don't ask why, and I just let them go
Cause I know
One thing I am sure of
For you, I'll wait
[Bridge]
In thе sand, you dig your heels
On who I am and what is real
Only you and me
And all we'rе going to be

[Pre-Chorus]
What I used to know, I don't know
Keeps spinning me out
I lose control
When it feels like I am on my own
Don't try save me

[Chorus]
One thing I am sure of is everything will change
Time moves fast
You grow old
Days we can't rearrange
Changing tides, I feel it in my bones
And I don’t ask why, and I just let them go ’cause I know
One thing I am sure of
For you, I'll wait"
217,Seventh Day,"Besomorph, Coopex",pop,2019,"[Verse 1]
God won’t take me to heaven
Blood on my knees when I’m begging
Why? I didn’t mean to start a war

Wanna be strong but I’m broken
Try to breathe but I’m choking
I’m in a million pieces on the floor

[Pre-Chorus]
I’m making friends with my demons
They understand what I’m needing
I just wanna feel something
I wish I was dreaming
I’m making friends with my demons
I try to run but I need them
I just wanna feel something
I wish I was dreaming

[Verse 2]
I got used to the taste of
Poison on my tongue, what a waste of
Time. Give me a pill for paradise
[Pre-Chorus 2]
I’m making friends with my demons
They understand what I’m needing
I just wanna feel something
I wish I was dreaming
I’m not afraid of the darkness
It’s all around me regardless
I’m tired of feeling nothing
Why am I so heartless?

[Outro]
Tell these white lies, see how I hide
Sticks and stones they broke all my bones
Tell these white lies, see how I hide (so many secrets)
Sticks and stones they broke all my bones"
218,Tomorrow,Sammy Day,rap,2015,"[Hook]
I been faded all day, what you doing tomorrow
Lately I been busy, if I don't reach you I'm sorry
If I miss you today, ima hit you tomorrow
At the end of the day we still got tomorrow

[Verse 1]
Got a thing for you but I gotta do me
I got a plan just give it time and you'll see
I'm walking down this dark road with my eyes closed
My thoughts cloudy, my head racing, tryna stay composed

[Verse 2]
What's the move, we can kick it now but I'll be out soon
Don't take it personal baby girl I got shit to do
Stop asking questions, I'll hit you up when I'm back around
But for now I'm just riding 'round blowing trees down
I don't give a fuck, I'm free now, can't be tied down
Lost myself some time ago, I'm still looking now
I really had to take some time to get my mind clear
Never tryna go back to where I was last year
I keep keeping to myself, tryna lose the old me
I been burning on my lonely, chain-smoking bogies
Miss me with that shit acting like you don't know me
Some things changed, I can see you drifting slowly
[Hook]
I been faded all day, what you doing tomorrow
Lately I been busy, if I don't reach you I'm sorry
If I miss you today, ima hit you tomorrow
At the end of the day we still got tomorrow"
219,Teraferma,Mortal,pop,2002,"[AD2773.parallel.Saddle Ring System.NuErth.Naxos.Hall of Records.Gabryel Torena.""I have clearance""]

Massive first strike
Distorting daylight
Blurring space-time
Devastation worldwide
Maps of stretch and silence
Echoes of fallen gates
Above once solid cities
Death still regenerates

""Calm your fear and lift up your eyes
We're breaking free of terra firma tonight
Fearless angle to the edge of sight
We'll race the darkness till we reach the light""

So come on!
Come on, yeah!
Come on!
Come on, yeah!
Generations forgotten
Yet resilient life remained
On foundations
Original cities again reclaimed
Born into revolution
Season of the megaton
Reason clear and empirical
Hope of the future's son
And from the ashes of buried past
Where death still resonates
Rises humanity
Where bright freedom detonates

Captain Torena
Your courage lives forever
Your memory lives, forever

Breach time and space
Restore the human race

Fight the future
Fight the past
Just survive!

""Calm your fear and lift up your eyes
You're breaking free of Terafirma tonight
It's the pinnacle, fight of our lives
Enduring darkness to embrace the light""
""Calm your fear and lift up your eyes
We're breaking free of Terafirma tonight
Fearless angle to the edge of sight
We'll race the darkness till we reach the light""

So come on!"
220,Zombiehawk,A Dark Orbit,rock,2015,"Cave-ins could only save us from the introverted ones but beware the black shine of the inverted suns
I've walked miles with all these burns upon my skin, but my flesh is still desired amongst the sin
If that's the way that you want it I'll be your Christ
Crucify me to be denied and live your lie
There will be an uprising and we will wash them all to the depths of hell
I do what I do to survive it
Cave-ins could only save us from the introverted ones but beware the black shine of the inverted suns
If that's the way that you want it I'll be your Christ
Crucify me to be denied and live your lie
Raise all the flags that you follow
They can't see them from the valley of the shadows
Nothing is sacred anymore
Just when the world began to heal its wounds
There comes the savage of the scavenger
With jaws open and his poisonous teeth in tow
Where in the world is the zombiehawk?
[If only they could hear our calls]
There will be an uprising and we will wash them all to the depths of the circles of hell
Where in the world is the zombiehawk?"
